ID,order,TotalMLE,mle,pBurst_1,pExpl_1,sdAvgLastTime_1,avgLastTime_1
S3_762,4,248.3737,61.9069,0.022968,0.061947,0.301348,1.232846
S3_763,1,232.7476,57.0303,0.033248,0.059322,0.418841,1.375846
S3_763,2,232.7476,55.6398,0.036932,0.077922,0.173652,1.211615
S3_763,3,232.7476,61.9659,0.042735,0.138889,0.574879,1.335
S3_763,4,232.7476,58.1116,0.041916,0.15,0.154759,1.400857
S3_764,1,265.7112,66.1335,0.032538,0.073529,1.656623,2.193333
S3_764,2,265.7112,77.2825,0.028428,0.039474,0.371599,1.235588
S3_764,3,265.7112,66.5397,0.023179,0.034682,0.438575,1.131143
S3_764,4,265.7112,55.7555,0.025751,0.061069,0.201163,1.124333
S3_765,1,260.0741,53.9879,0.029777,0.061069,1.213097,1.64125
S3_765,2,260.0741,71.6684,0.030361,0.074074,0.276481,1.213062
S3_765,3,260.0741,66.1175,0.016667,0.055118,0.293572,1.397462
S3_765,4,260.0741,68.3003,0.020468,0.04,0.571815,1.875429
S3_766,1,275.8723,67.5527,0.029644,0.034247,1.136853,2.4218
S3_766,2,275.8723,80.5226,0.012594,0.01634,0.502388,1.636733
S3_766,3,275.8723,62.9126,0.021277,0.039548,1.110079,1.863077
S3_766,4,275.8723,64.8844,0.01831,0.032407,0.224833,1.349
S3_767,1,265.4448,62.5418,0.021886,0.038889,0.710849,1.618
S3_767,2,265.4448,73.7897,0.019659,0.047619,0.450535,1.464067
S3_767,3,265.4448,73.5091,0.020027,0.069444,0.54108,1.327333
S3_767,4,265.4448,55.6042,0.017188,0.034483,0.240221,1.305909
S3_768,1,204.9479,42.0306,0.014109,0.041522,0.387893,2.10925
S3_768,2,204.9479,61.4096,0.023853,0.049645,0.538282,2.065769
S3_768,3,204.9479,49.2103,0.011407,0.02973,0.583572,1.766111
S3_768,4,204.9479,52.2974,0.014451,0.050251,0.219225,1.6151
S3_769,1,256.3371,52.0305,0.023707,0.041667,0.83078,2.133273
S3_769,2,256.3371,67.9739,0.038095,0.053333,0.657473,1.613063
S3_769,3,256.3371,75.8985,0.039301,0.125,0.278957,1.288222
S3_769,4,256.3371,60.4342,0.035623,0.072289,0.205677,1.097571
S3_770,1,264.9868,70.1694,0.024958,0.033113,0.541199,1.931333
S3_770,2,264.9868,67.4924,0.029762,0.042735,0.208918,1.3916
S3_770,3,264.9868,63.5792,0.038462,0.076923,0.263152,1.447667
S3_770,4,264.9868,63.7458,0.028226,0.078947,0.246367,1.371357
S3_771,1,218.9451,58.4723,0.013269,0.04,0.261938,1.687182
S3_771,2,218.9451,70.0478,0.018088,0.03,0.606434,1.739643
S3_771,3,218.9451,51.778,0.008588,0.022965,0.113385,1.493222
S3_771,4,218.9451,38.647,0.010819,0.060185,0.545409,1.884
S3_772,1,224.2376,61.2646,0.016349,0.026144,0.693957,2.0555
S3_772,2,224.2376,63.0388,0.014118,0.029851,0.307279,1.576167
S3_772,3,224.2376,47.8417,0.022472,0.057803,0.247675,1.3066
S3_772,4,224.2376,52.0925,0.034783,0.051613,0.610285,1.4425
S3_773,1,270.8904,64.6756,0.0358,0.045872,0.556694,1.3582
S3_773,2,270.8904,73.6287,0.035124,0.071429,0.619024,1.395824
S3_773,3,270.8904,66.3307,0.03212,0.064935,0.168022,1.181
S3_773,4,270.8904,66.2554,0.023649,0.045802,0.313643,1.196214
S3_774,1,242.1324,64.717,0.018545,0.044872,0.44738,1.975462
S3_774,2,242.1324,62.386,0.022147,0.038043,0.172988,1.522231
S3_774,3,242.1324,58.5992,0.020374,0.043716,0.171858,1.415167
S3_774,4,242.1324,56.4302,0.047138,0.08,0.707459,1.504643
S3_775,1,241.5273,64.2243,0.02729,0.063158,0.455052,1.250786
S3_775,2,241.5273,65.6939,0.024605,0.048,0.536588,1.616286
S3_775,3,241.5273,65.6689,0.024648,0.06,0.880056,1.881857
S3_775,4,241.5273,45.9402,0.016364,0.050691,0.331742,1.277333
S3_776,1,273.3136,70.846,0.031936,0.035398,0.84797,1.708125
S3_776,2,273.3136,58.8863,0.028889,0.071429,0.160108,1.265538
S3_776,3,273.3136,70.4201,0.02455,0.045455,0.203179,1.2692
S3_776,4,273.3136,73.1612,0.020492,0.03876,0.237022,1.2318
S3_777,1,276.9726,59.3955,0.019078,0.037037,0.901562,2.07225
S3_777,2,276.9726,62.8695,0.021346,0.05,1.072163,2.172077
S3_777,3,276.9726,73.2522,0.027539,0.041667,0.426437,1.796875
S3_777,4,276.9726,81.4554,0.02231,0.05,0.329627,1.595471
S3_778,1,217.7675,49.734,0.010766,0.023316,0.276322,1.562889
S3_778,2,217.7675,51.9719,0.014925,0.039062,0.274777,1.686
S3_778,3,217.7675,53.6054,0.01269,0.029703,0.508303,1.4027
S3_778,4,217.7675,62.4562,0.014815,0.042105,0.309278,1.434
S3_779,1,234.6374,52.341,0.014388,0.037453,0.833392,1.7513
S3_779,2,234.6374,65.6556,0.017264,0.05,0.648908,1.832769
S3_779,3,234.6374,52.7248,0.01385,0.043478,0.477629,1.6935
S3_779,4,234.6374,63.916,0.013129,0.027778,0.163056,1.678083
S3_780,1,216.9827,60.7884,0.010763,0.028391,0.359227,1.337909
S3_780,2,216.9827,46.233,0.008368,0.031915,0.378551,1.518125
S3_780,3,216.9827,50.4814,0.009912,0.025882,0.238109,1.260333
S3_780,4,216.9827,59.4799,0.012115,0.032727,0.21172,1.157
S3_781,1,255.4093,65.9652,0.024138,0.024272,0.132402,1.237429
S3_781,2,255.4093,56.9515,0.045455,0.085714,0.19733,1.213
S3_781,3,255.4093,59.9326,0.092784,0.125,0.241939,1.174389
S3_781,4,255.4093,72.56,0.04712,0.083333,0.194351,1.237944
S3_782,1,197.7614,75.6352,0.06006,0,0.494634,1.9351
S3_782,2,197.7614,40.1207,0.307692,0,0.36397,1.38785
S3_782,3,197.7614,47.4206,0.224719,0,0.78905,1.4817
S3_782,4,197.7614,34.5849,0.358491,1,0.760148,1.553421
S3_783,1,261.3072,65.4979,0.017473,0.026087,0.656457,2.001846
S3_783,2,261.3072,75.7418,0.017281,0.03268,0.537455,2.002667
S3_783,3,261.3072,57.7683,0.021818,0.093023,0.241839,1.695083
S3_783,4,261.3072,62.2992,0.03125,0.088235,0.342933,1.510214
S3_784,1,270.4605,73.0156,0.02069,0.029412,0.596046,1.823133
S3_784,2,270.4605,61.2481,0.016371,0.044199,0.214796,1.371667
S3_784,3,270.4605,76.44,0.016502,0.040323,0.222733,1.421
S3_784,4,270.4605,59.7568,0.011815,0.030928,0.219076,1.574545
S3_785,1,275.7471,69.1709,0.056604,0.068966,0.54411,1.640111
S3_785,2,275.7471,56.9264,0.059289,0.088235,0.755215,1.524
S3_785,3,275.7471,69.1554,0.045455,0.031579,0.21137,0.927059
S3_785,4,275.7471,80.4944,0.03854,0.05,0.219857,1.005368
S3_786,1,241.7351,66.5798,0.016089,0.030568,0.596879,1.747692
S3_786,2,241.7351,55.5912,0.010417,0.02439,0.695198,1.7258
S3_786,3,241.7351,64.3571,0.012658,0.024691,0.326341,1.37125
S3_786,4,241.7351,55.207,0.010823,0.031447,0.160884,1.2295
S3_787,1,264.3693,75.4168,0.024096,0.030928,0.974163,2.723937
S3_787,2,264.3693,69.298,0.019074,0.040816,0.527612,1.879857
S3_787,3,264.3693,60.5515,0.017341,0.045977,0.626621,2.31675
S3_787,4,264.3693,59.103,0.019544,0.067227,0.776163,2.012583
S3_788,1,266.2762,71.0881,0.04067,0.0625,0.658941,1.943353
S3_788,2,266.2762,59.1245,0.065306,0.235294,0.539435,1.489313
S3_788,3,266.2762,73.6065,0.054913,0.142857,0.72868,1.691
S3_788,4,266.2762,62.4571,0.030905,0.061224,0.422235,1.183929
S3_789,1,246.3475,61.9377,0.015464,0.027491,0.172801,1.033167
S3_789,2,246.3475,61.7808,0.015666,0.039409,0.213145,0.848417
S3_789,3,246.3475,57.7262,0.014194,0.034615,0.09904,0.758636
S3_789,4,246.3475,64.9028,0.018284,0.036649,0.190708,0.808154
S3_790,1,274.8362,56.5382,0.024145,0.056738,0.176571,1.309917
S3_790,2,274.8362,73.0837,0.036247,0.048387,0.150747,1.068765
S3_790,3,274.8362,74.4659,0.033465,0.103448,0.18565,1.031824
S3_790,4,274.8362,70.7484,0.032129,0.08,0.177096,1.118313
S3_791,1,231.1015,60.1068,0.061538,0.067797,0.24763,0.905
S3_791,2,231.1015,49.8788,0.093168,0.147059,0.139687,0.753333
S3_791,3,231.1015,59.3631,0.079439,0.214286,0.155657,0.744941
S3_791,4,231.1015,61.7528,0.069388,0.111111,0.145435,0.652412
S4_10,1,255.8033,69.3647,0.026316,0.044248,0.304303,1.455067
S4_10,2,255.8033,62.5556,0.080717,0.1,0.243191,1.367056
S4_10,3,255.8033,72.8473,0.046392,0.044444,0.177522,1.339722
S4_10,4,255.8033,51.0357,0.10596,0.333333,0.314217,1.387875
S4_102,1,241.5602,49.627,0.018832,0.052356,0.091057,0.5775
S4_102,2,241.5602,54.2273,0.029197,0.111111,0.132544,0.57675
S4_102,3,241.5602,58.2863,0.030233,0.078652,0.071134,0.553615
S4_102,4,241.5602,79.4196,0.032432,0.095238,0.069297,0.524389
S4_103,1,253.564,57.4805,0.014512,0.027692,0.384059,1.718273
S4_103,2,253.564,55.1078,0.017974,0.044776,0.243475,1.345182
S4_103,3,253.564,70.0425,0.025168,0.049505,0.277687,1.2804
S4_103,4,253.564,70.9332,0.023734,0.064935,0.477489,1.4004
S4_104,1,194.2232,72.4825,0.037528,0.042254,0.402668,1.462412
S4_104,2,194.2232,69.2307,0.026549,0.035714,0.3173,1.329467
S4_104,3,194.2232,52.51,0.033613,0.058824,0.708046,1.656667
S4_105,1,259.6394,73.2673,0.035865,0.053571,0.584728,1.524176
S4_105,2,259.6394,66.405,0.065693,0.133333,0.347038,1.337111
S4_105,3,259.6394,50.2793,0.131783,0.142857,0.177522,1.082706
S4_105,4,259.6394,69.6878,0.055046,0.222222,0.288721,1.249611
S4_106,1,250.1135,56.5681,0.009452,0.020492,0.356206,1.6728
S4_106,2,250.1135,60.8453,0.016925,0.040609,0.746605,1.590833
S4_106,3,250.1135,61.132,0.016529,0.038835,0.668837,1.702917
S4_106,4,250.1135,71.5681,0.022762,0.065789,0.398504,1.6442
S4_107,1,229.6708,57.9806,0.013871,0.03321,0.133002,1.512
S4_107,2,229.6708,45.7301,0.008909,0.025862,0.378463,1.503
S4_107,3,229.6708,53.0945,0.013351,0.042254,0.377439,1.5213
S4_107,4,229.6708,72.8656,0.014815,0.032787,0.061766,1.215
S4_108,1,275.9023,72.021,0.048518,0.060606,0.589648,2.119167
S4_108,2,275.9023,67.4207,0.039409,0.125,0.233477,1.954562
S4_108,3,275.9023,64.9783,0.025878,0.073171,0.278409,1.8245
S4_108,4,275.9023,71.4823,0.03071,0.078431,0.217191,1.653125
S4_109,1,237.5276,72.57,0.021307,0.035461,0.352551,1.6442
S4_109,2,237.5276,53.2338,0.021277,0.056604,1.026503,1.985727
S4_109,3,237.5276,52.8619,0.022,0.054878,0.241314,1.263
S4_109,4,237.5276,58.8619,0.039773,0.081081,0.323368,1.240857
S4_11,1,239.258,66.9722,0.040506,0.093023,1.169046,3.013063
S4_11,2,239.258,65.1916,0.057047,0.09375,0.517033,1.994588
S4_11,3,239.258,53.0271,0.013441,0.030395,0.252932,1.8732
S4_11,4,239.258,54.0671,0.012121,0.028736,1.11561,2.9286
S4_110,1,260.4401,69.4892,0.018817,0.027027,0.64333,1.164214
S4_110,2,260.4401,59.0899,0.028446,0.061224,0.223853,1.118538
S4_110,3,260.4401,66.5459,0.052795,0.064516,0.184777,1.058
S4_110,4,260.4401,65.3151,0.025271,0.041379,0.649916,1.405929
S4_111,1,253.7723,67.7305,0.021309,0.030151,1.421587,2.337571
S4_111,2,253.7723,57.8562,0.021661,0.054795,0.368847,1.894667
S4_111,3,253.7723,71.005,0.023622,0.04717,0.686688,1.829533
S4_111,4,253.7723,57.1806,0.022901,0.057971,0.480742,1.745833
S4_112,1,237.8017,60.7596,0.017045,0.031746,0.70909,2.044167
S4_112,2,237.8017,57.0953,0.008969,0.025974,0.73321,2.0448
S4_112,3,237.8017,65.9531,0.011091,0.022989,0.230623,1.642667
S4_112,4,237.8017,53.9937,0.01221,0.034602,0.424636,1.6184
S4_113,1,267.7347,66.2534,0.042328,0.074074,0.473676,1.498625
S4_113,2,267.7347,62.5232,0.041209,0.102041,0.694734,1.6302
S4_113,3,267.7347,67.2184,0.0399,0.097561,0.623779,1.757125
S4_113,4,267.7347,71.7397,0.039171,0.125,0.193986,1.374294
S4_114,1,270.0271,63.5148,0.028689,0.041958,0.666233,1.695571
S4_114,2,270.0271,77.7938,0.027597,0.039474,0.196368,1.465235
S4_114,3,270.0271,65.9036,0.043243,0.074074,0.356144,1.498875
S4_114,4,270.0271,62.8149,0.040431,0.089286,0.296509,1.492067
S4_115,1,294.7995,75.6156,0.039911,0.058824,0.164432,0.990278
S4_115,2,294.7995,78.1253,0.020382,0.051282,0.207528,1.0275
S4_115,3,294.7995,68.9043,0.027125,0.04717,0.215648,1.0016
S4_115,4,294.7995,72.1543,0.029466,0.058824,0.209996,1.10025
S4_12,1,245.3015,59.1362,0.096774,0.125,1.379545,2.093389
S4_12,2,245.3015,59.5388,0.094737,0.25,0.682446,1.589389
S4_12,3,245.3015,63.5382,0.076596,0.142857,0.312731,1.426833
S4_12,4,245.3015,63.0883,0.093596,0.25,0.426231,1.526368
S4_13,1,260.2337,59.8193,0.026915,0.064815,0.682325,1.844462
S4_13,2,260.2337,65.7932,0.024433,0.043796,0.589623,1.821714
S4_13,3,260.2337,79.6228,0.024818,0.044776,0.429152,1.952647
S4_13,4,260.2337,54.9984,0.018152,0.043956,0.295081,1.644545
S4_14,1,257.8971,74.2178,0.053221,1,0.622646,1.603579
S4_14,2,257.8971,60.7883,0.08867,0.142857,0.374833,1.586167
S4_14,3,257.8971,64.2414,0.07377,0.285714,0.352092,1.670778
S4_14,4,257.8971,58.6496,0.029412,0.057143,0.419719,1.542231
S4_15,1,264.6636,67.2707,0.022013,0.022059,0.594214,1.961786
S4_15,2,264.6636,81.9021,0.011494,0.019157,0.284089,1.5688
S4_15,3,264.6636,58.8659,0.012806,0.029126,0.288564,1.388727
S4_15,4,264.6636,56.6249,0.009398,0.020877,0.391508,1.4677
S4_16,1,261.1263,60.933,0.034398,0.05042,0.895398,2.184143
S4_16,2,261.1263,65.8672,0.024306,0.029851,0.580696,1.9805
S4_16,3,261.1263,71.4823,0.03071,0.065574,0.323696,1.751688
S4_16,4,261.1263,62.8438,0.052117,0.148148,0.157097,1.51325
S4_17,1,238.9902,61.7818,0.032407,0.063158,2.878537,2.4585
S4_17,2,238.9902,59.052,0.114458,0.111111,0.534914,1.524053
S4_17,3,238.9902,57.0442,0.045161,0.105263,0.325426,1.366071
S4_17,4,238.9902,61.1122,0.045181,0.025,0.265222,1.2854
S4_18,1,234.88,62.0617,0.015306,0.031373,1.238648,3.05075
S4_18,2,234.88,62.63,0.021739,0.029703,0.231453,1.917538
S4_18,3,234.88,60.5617,0.02544,0.050505,0.437795,1.912154
S4_18,4,234.88,49.6266,0.029412,0.071429,0.244488,1.758727
S4_19,1,190.6388,40.4881,0.25,0.2,0.397602,1.6545
S4_19,2,190.6388,45.0362,0.2,1,0.224947,1.641778
S4_19,3,190.6388,54.0673,0.166667,0,0.187525,1.47995
S4_19,4,190.6388,51.0472,0.147541,0.222222,0.163237,1.474833
S4_20,1,245.8612,59.7186,0.018576,0.038674,0.331157,2.1825
S4_20,2,245.8612,67.4037,0.021807,0.038217,0.327504,1.853214
S4_20,3,245.8612,65.8918,0.024263,0.044776,0.493863,1.9465
S4_20,4,245.8612,52.8471,0.032698,0.058824,0.5835,1.898333
S4_21,1,157.8785,26.1632,0.014409,0.036364,0.739103,2.5576
S4_21,2,157.8785,42.0102,0.02521,0.039604,0.715204,2.476333
S4_21,3,157.8785,48.3296,0.021413,0.04,0.280923,2.3192
S4_21,4,157.8785,41.3755,0.027027,0.054348,0.490704,2.315444
S4_22,1,111.1124,47.9771,0.022173,0.041916,0.926071,3.1718
S4_22,2,111.1124,63.1353,0.078261,0.111111,0.499302,3.470389
S4_23,1,269.7456,54.8645,0.039157,0.041916,1.119138,2.864538
S4_23,2,269.7456,73.3792,0.055556,0.5,0.29126,1.947
S4_23,3,269.7456,68.2581,0.028302,0.051282,0.307602,1.719
S4_23,4,269.7456,73.2438,0.02038,0.054945,0.344654,1.770333
S4_24,1,238.4584,57.478,0.022346,0.051471,0.601333,1.803667
S4_24,2,238.4584,57.9869,0.021429,0.038462,0.867141,2.4415
S4_24,3,238.4584,66.5865,0.023102,0.02907,0.404453,1.542143
S4_24,4,238.4584,56.407,0.034853,0.1,0.662061,1.748615
S4_25,1,238.5102,45.9929,0.119048,0.238095,0.398757,2.483533
S4_25,2,238.5102,64.955,0.057823,0.15,0.365783,2.495059
S4_25,3,238.5102,60.5076,0.09,0.2,0.488835,2.506611
S4_25,4,238.5102,67.0547,0.040302,0.083333,0.346054,2.540687
S4_26,1,253.1665,61.2883,0.024074,0.052239,0.613181,2.493231
S4_26,2,253.1665,59.4035,0.027778,0.051852,1.290436,2.539692
S4_26,3,253.1665,74.795,0.025039,0.048193,0.752085,2.233188
S4_26,4,253.1665,57.6797,0.021978,0.059701,0.85056,2.36875
S4_27,1,213.6913,58.4542,0.020619,0.035398,6.053904,3.906083
S4_27,2,213.6913,61.1414,0.033898,0.076923,0.642663,2.081714
S4_27,3,213.6913,25.7001,0.03681,0.117647,0.249468,1.624333
S4_27,4,213.6913,68.3956,0.037123,0.059701,0.294576,1.634562
S4_28,1,265.1298,66.5533,0.041558,0.090909,0.280019,1.29225
S4_28,2,265.1298,64.1625,0.060498,0.090909,0.112687,1.272765
S4_28,3,265.1298,66.6748,0.064748,0.133333,0.29779,1.321056
S4_28,4,265.1298,67.7392,0.038647,0.0625,0.165083,1.331875
S4_29,1,257.4048,68.7384,0.027422,0.043103,0.633696,2.256333
S4_29,2,257.4048,75.8985,0.039301,0.051282,0.342746,1.775611
S4_29,3,257.4048,63.7353,0.038071,0.043956,0.334937,1.592067
S4_29,4,257.4048,49.0326,0.078652,0.277778,0.301986,1.422857
S4_3,1,288.8291,68.6827,0.027523,0.05,0.36641,1.685333
S4_3,2,288.8291,78.3706,0.020075,0.031496,0.248342,1.600125
S4_3,3,288.8291,66.3826,0.041995,0.047059,0.323662,1.725937
S4_3,4,288.8291,75.3932,0.031716,0.044776,0.699138,1.805471
S4_30,1,272.5303,64.3252,0.047619,0.063492,0.501612,2.067
S4_30,2,272.5303,72.942,0.046154,0.181818,0.53525,2.2195
S4_30,3,272.5303,62.8972,0.051948,0.058824,0.350065,1.571938
S4_30,4,272.5303,72.3659,0.047619,0.076923,0.949663,2.262722
S4_30_x,1,206.9965,42.3236,0.013605,0.032258,0.287901,1.665625
S4_30_x,2,206.9965,61.0316,0.016667,0.042328,0.230666,1.689917
S4_30_x,3,206.9965,65.9484,0.016883,0.036269,0.54623,1.711385
S4_30_x,4,206.9965,37.6929,0.012389,0.036765,0.37204,2.050571
S4_32,1,267.2178,59.574,0.037838,0.044118,0.500492,2.192571
S4_32,2,267.2178,72.8233,0.036797,0.065217,0.637317,2.208588
S4_32,3,267.2178,63.774,0.037975,0.067568,0.614665,2.1294
S4_32,4,267.2178,71.0465,0.040767,0.068182,0.251997,1.904118
S4_33,1,255.5174,67.4697,0.021705,0.045455,0.356394,1.921
S4_33,2,255.5174,62.7176,0.021595,0.04,0.26762,1.761
S4_33,3,255.5174,72.1551,0.021898,0.041322,0.315543,1.732467
S4_33,4,255.5174,53.175,0.03183,0.069767,0.199772,1.5115
S4_34,1,211.038,38.9486,0.020672,0.052632,1.563348,3.114875
S4_34,2,211.038,56.293,0.016153,0.040909,0.491291,2.082455
S4_34,3,211.038,59.957,0.011603,0.028481,0.406546,2.260455
S4_34,4,211.038,55.8394,0.010163,0.028736,0.396748,2.2206
S4_35,1,267.115,73.4085,0.045,0.060606,0.482914,2.112667
S4_35,2,267.115,64.4182,0.036408,0.05,0.355847,1.8348
S4_35,3,267.115,65.6439,0.024691,0.1,0.240465,1.695714
S4_35,4,267.115,63.6444,0.020124,0.068627,0.430645,1.763692
S4_36,1,258.4319,63.5913,0.0625,0.078947,0.347665,1.536353
S4_36,2,258.4319,64.2248,0.060284,0.068966,0.436966,1.512588
S4_36,3,258.4319,68.9952,0.057143,0.111111,0.275918,1.525611
S4_36,4,258.4319,61.6206,0.05614,0.176471,0.336145,1.5785
S4_37,1,4045.454,2000,0,0.054054,NA,NA
S4_37,2,4045.454,6.7636,0.003135,0.016077,NA,1.616
S4_37,3,4045.454,2000,0,0.019784,NA,NA
S4_37,4,4045.454,38.6904,0.010753,0.032345,1.170353,2.296429
S4_38,1,263.47,60.2862,0.017725,0.037037,0.99468,2.347833
S4_38,2,263.47,57.4953,0.032099,0.057143,0.231555,1.47
S4_38,3,263.47,72.0956,0.038375,0.103448,0.33568,1.620412
S4_38,4,263.47,73.5929,0.035197,0.073171,0.286794,1.524529
S4_38_x,1,252.2757,77.5594,0.021108,0.026316,0.290233,1.402375
S4_38_x,2,252.2757,73.5003,0.044776,0.181818,0.415664,1.535667
S4_38_x,3,252.2757,34.2946,0.144578,0.15,0.237704,1.301917
S4_38_x,4,252.2757,66.9214,0.051672,0.078947,1.199356,1.613059
S4_39,1,190.6326,46.4975,0.008097,0.032609,2.626457,3.06825
S4_39,2,190.6326,41.5377,0.007172,0.023952,0.366088,1.874286
S4_39,3,190.6326,51.7261,0.008637,0.029412,0.331802,1.795111
S4_39,4,190.6326,50.8713,0.009494,0.026882,1.982584,3.018444
S4_4,1,253.4635,79.1932,0.041215,0.017544,1.241853,2.932684
S4_4,2,253.4635,53.7996,0.020221,0.034335,0.888876,2.369273
S4_4,3,253.4635,62.2055,0.022453,0.050725,0.369835,2.277231
S4_4,4,253.4635,58.2652,0.020942,0.054422,0.423446,2.031
S4_40,1,254.3479,60.3277,0.025896,0.061224,0.219583,1.154
S4_40,2,254.3479,62.6751,0.030435,0.05618,0.726516,1.499929
S4_40,3,254.3479,62.1144,0.022609,0.065421,0.896643,1.919
S4_40,4,254.3479,69.2307,0.026549,0.052632,0.393577,1.391933
S4_41,1,88.7179,39.8352,0.119266,0,0.790381,1.485615
S4_41,2,88.7179,12.3653,0.444444,0,0.208849,1.242625
S4_41,3,88.7179,6.748,0.25,0,0.094255,1.066
S4_41,4,88.7179,29.7694,0.094737,0,0.272404,1.139889
S4_42,1,212.8327,57.8714,0.103448,0.666667,0.445651,1.652222
S4_42,2,212.8327,65.2123,0.025455,0.071429,1.198163,2.069643
S4_42,3,212.8327,60.5076,0.09,0.045455,0.251,1.349667
S4_42,4,212.8327,29.2414,0.25,0,0.202413,1.333231
S4_43,1,219.4028,56.2737,0.1125,0.333333,6.675385,3.152444
S4_43,2,219.4028,48.1961,0.193878,0.142857,0.236549,1.406211
S4_43,3,219.4028,54.52,0.123288,0.125,0.248634,1.448167
S4_43,4,219.4028,60.413,0.090452,0,0.283558,1.467
S4_43_x,1,243.7432,67.9682,0.028846,0.03937,0.37662,2.017933
S4_43_x,2,243.7432,60.9728,0.045593,0.045455,0.286019,1.984733
S4_43_x,3,243.7432,71.1192,0.016766,0.034884,0.234787,1.938929
S4_43_x,4,243.7432,43.683,0.020979,0.06993,0.41383,1.762556
S4_44,1,258.022,69.1768,0.026643,0.04065,0.691848,2.065
S4_44,2,258.022,59.9415,0.018237,0.041237,0.295979,1.723833
S4_44,3,258.022,64.3563,0.019062,0.046154,0.367681,1.537538
S4_44,4,258.022,64.5474,0.018786,0.04375,0.171781,1.391615
S4_45,1,240.609,61.6488,0.023423,0.035533,0.283412,1.641
S4_45,2,240.609,75.5855,0.031365,0.046875,0.36749,1.447765
S4_45,3,240.609,55.7032,0.025862,0.065574,0.156541,1.371167
S4_45,4,240.609,47.6715,0.035032,0.123077,0.387077,1.470455
S4_46,1,233.2163,64.1688,0.027397,0.05,3.347386,3.319286
S4_46,2,233.2163,57.3402,0.072727,0.090909,0.342454,1.81475
S4_46,3,233.2163,54.5189,0.053846,0.074627,1.233463,2.398071
S4_46,4,233.2163,57.1884,0.073394,0.142857,0.535698,1.789438
S4_47,1,136.392,55.2926,0.118421,0,2.194291,2.425444
S4_47,2,136.392,29.8335,0.377778,1,0.383215,1.422941
S4_47,3,136.392,43.1558,0.219512,0,0.234668,1.351778
S4_47,4,136.392,8.1101,0.166667,0,0.225296,1.297667
S4_48,1,253.0089,65.4914,0.033937,0.075758,7.508937,4.739267
S4_48,2,253.0089,62.3813,0.014907,0.027778,0.539664,2.0745
S4_48,3,253.0089,55.819,0.010183,0.02356,0.29292,1.8846
S4_48,4,253.0089,69.3172,0.019048,0.037736,0.76801,1.937429
S4_5,1,249.7359,59.6546,0.027254,0.034091,0.99488,2.381308
S4_5,2,249.7359,55.8076,0.025641,0.044944,4.585968,3.006167
S4_5,3,249.7359,65.7312,0.033408,0.09434,0.582394,1.743333
S4_5,4,249.7359,68.5425,0.027778,0.032468,4.792887,2.727867
S4_50,1,259.4426,65.3086,0.056667,0.076923,0.66965,1.943941
S4_50,2,259.4426,71.7201,0.049315,0.5,0.694796,1.875444
S4_50,3,259.4426,56.9285,0.033505,0.097222,0.312927,1.721077
S4_50,4,259.4426,65.4854,0.082969,0.166667,0.441272,1.381947
S4_51,1,274.3922,72.0354,0.015713,0.023166,2.450921,2.179
S4_51,2,274.3922,60.9426,0.024715,0.036842,0.435389,1.648385
S4_51,3,274.3922,66.3177,0.016414,0.03211,0.433991,1.433077
S4_51,4,274.3922,75.0965,0.024578,0.041237,0.181941,1.284375
S4_53,1,228.384,45.9507,0.008667,0.026087,0.228165,1.504
S4_53,2,228.384,64.2932,0.012725,0.024561,0.209547,1.519833
S4_53,3,228.384,61.9781,0.031963,0.045455,0.229168,1.323071
S4_53,4,228.384,56.162,0.016345,0.039216,0.442694,1.484091
S4_54,1,234.1289,62.63,0.021739,0.033493,0.208526,1.514769
S4_54,2,234.1289,50.6901,0.016949,0.034335,0.770957,1.5834
S4_54,3,234.1289,69.6779,0.018568,0.034483,0.209417,1.475857
S4_54,4,234.1289,51.1309,0.025701,0.072581,0.190973,1.414364
S4_55,1,195.9441,45.6217,0.145455,0,0.379546,1.481375
S4_55,2,195.9441,54.1764,0.10625,0.086957,0.198856,1.202
S4_55,3,195.9441,43.6144,0.163265,0.107143,0.271525,1.145375
S4_55,4,195.9441,52.5316,0.09697,0.15,0.2275,1.118125
S4_56,1,267.6296,76.7247,0.046798,0.055556,0.618919,1.509632
S4_56,2,267.6296,64.8953,0.05802,0.081081,0.339464,1.289471
S4_56,3,267.6296,69.7359,0.066901,0.142857,0.25792,1.186474
S4_56,4,267.6296,56.2737,0.1125,0.2,0.267082,1.138333
S4_57,1,96.689,31.1636,0.005325,0.02259,0.483636,3.0178
S4_57,2,96.689,36.2541,0.006438,0.025688,0.664837,2.748167
S4_57,3,96.689,14.5401,0.00189,0.021251,0.488611,1.9505
S4_57,4,96.689,14.7312,0.001718,0.018219,0.003536,1.7735
S4_58,1,267.6117,67.8002,0.049133,0.061224,0.286303,1.695353
S4_58,2,267.6117,65.6289,0.033632,0.054348,0.353735,1.698333
S4_58,3,267.6117,71.7966,0.022422,0.031056,0.310056,1.7482
S4_58,4,267.6117,62.386,0.022147,0.069307,0.305822,1.915769
S4_59,1,270.453,67.5975,0.049708,0.142857,0.815177,2.245647
S4_59,2,270.453,66.1231,0.042667,0.066667,0.441962,1.926625
S4_59,3,270.453,65.3183,0.044818,0.181818,0.349369,1.854625
S4_59,4,270.453,71.4141,0.050139,0.08,0.419844,1.936111
S4_6,1,227.7178,75.0362,0.04119,0.05,0.27449,2.042667
